LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	FGM	FGA	FG%	3PTM	3PTA	3PT%	FTM	FTA	FT%	OR	DR	TR	AST	TO	ST	BLK	BLKA	PF	DF	VAL	+ / -
P. Mills, G. Mathews, T. Forrest, A. Griffin, S. Lundy	ATL	2	0	0	2	0	0	4	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	-4
P. Mills, W. Matthews, D. Murray, B. Fernando, G. Mathews	ATL	2	2	1	2	50	1	2	50	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	-3
P. Mills, G. Mathews, O. Okongwu, A. Griffin, K. Bufkin	ATL	2	7	1	2	50	2	4	50	1	2	50	2	2	100	0	2	2	1	0	0	0	0	1	1	0	1
B. Bogdanovic, T. Young, S. Bey, J. Johnson, K. Bufkin	ATL	2	7	1	1	100	2	2	100	1	1	100	2	2	100	0	0	0	1	1	0	0	0	1	1	0	-2
D. Murray, O. Okongwu, S. Bey, T. Forrest, J. Johnson	ATL	2	6	3	3	100	3	4	75	0	1	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	4
D. Murray, G. Mathews, V. Krejci, A. Griffin, M. Gueye	ATL	2	3	0	3	0	1	4	25	1	1	100	0	0	0	1	0	1	1	1	1	0	0	0	0	0	-2
P. Mills, D. Hunter, G. Mathews, O. Okongwu, S. Bey	ATL	2	3	0	2	0	1	3	33.3	1	1	100	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0
D. Murray, B. Fernando, G. Mathews, V. Krejci, J. Johnson	ATL	2	5	1	3	33.33333333	2	5	40	1	2	50	0	0	0	1	2	3	2	0	1	0	0	0	0	0	2
B. Fernando, G. Mathews, S. Bey, T. Forrest, K. Bufkin	ATL	2	4	2	2	100	2	3	66.7	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	2
C. Capela, D. Murray, T. Young, D. Hunter, O. Okongwu	ATL	2	2	0	1	0	0	1	0	0	0	0	2	2	100	0	0	0	0	1	0	0	1	0	1	0	-7
D. Murray, B. Fernando, T. Young, D. Hunter, S. Bey	ATL	2	7	2	3	66.66666667	2	3	66.7	0	0	0	3	4	75	0	1	1	0	0	0	0	0	0	2	0	4
D. Murray, G. Mathews, O. Okongwu, S. Bey, J. Johnson	ATL	2	6	1	1	100	2	2	100	1	1	100	1	2	50	0	1	1	1	0	0	0	0	1	1	0	1
C. Capela, B. Bogdanovic, D. Murray, T. Young, M. Gueye	ATL	2	3	0	1	0	1	4	25	1	3	33.3	0	0	0	2	1	3	1	3	0	0	1	1	1	0	-2
C. Capela, D. Murray, D. Hunter, S. Bey, V. Krejci	ATL	2	2	1	1	100	1	2	50	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	-4
B. Bogdanovic, B. Fernando, D. Hunter, T. Forrest, V. Krejci	ATL	2	3	1	3	33.33333333	1	4	25	0	1	0	1	1	100	1	1	2	0	0	1	1	0	1	1	0	1
B. Bogdanovic, D. Murray, O. Okongwu, S. Bey, S. Lundy	ATL	2	3	0	0	0	1	2	50	1	2	50	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-5
D. Murray, T. Young, G. Mathews, O. Okongwu, S. Bey	ATL	2	5	0	1	0	1	4	25	1	3	33.3	2	2	100	2	2	4	1	0	0	0	0	0	3	0	2
D. Murray, B. Fernando, G. Mathews, A. Griffin, M. Gueye	ATL	2	2	1	2	50	1	3	33.3	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	-2
P. Mills, B. Bogdanovic, D. Murray, B. Fernando, S. Bey	ATL	2	6	3	3	100	3	4	75	0	1	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	3
P. Mills, C. Capela, B. Bogdanovic, S. Bey, T. Forrest	ATL	2	6	3	4	75	3	4	75	0	0	0	0	0	0	0	2	2	2	1	0	1	1	1	0	0	2
P. Mills, D. Murray, G. Mathews, O. Okongwu, T. Forrest	ATL	2	0	0	2	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	-3
W. Matthews, D. Murray, B. Fernando, T. Young, S. Bey	ATL	2	6	1	2	50	2	3	66.7	1	1	100	1	2	50	0	2	2	1	0	0	0	1	0	2	0	4
P. Mills, W. Matthews, D. Murray, B. Fernando, D. Hunter	ATL	2	6	3	6	50	3	6	50	0	0	0	0	0	0	2	2	4	0	0	1	0	0	1	0	0	6
C. Capela, D. Murray, D. Hunter, O. Okongwu, S. Bey	ATL	2	5	1	3	33.33333333	2	4	50	1	1	100	0	0	0	1	2	3	1	0	0	0	0	0	0	0	3
P. Mills, B. Bogdanovic, O. Okongwu, S. Bey, J. Johnson	ATL	2	6	2	3	66.66666667	2	3	66.7	0	0	0	2	2	100	0	2	2	1	0	0	0	0	0	1	0	6
C. Capela, D. Murray, T. Young, D. Hunter, A. Griffin	ATL	2	6	0	1	0	2	4	50	2	3	66.7	0	0	0	0	3	3	2	0	0	1	1	0	0	0	5
D. Murray, D. Hunter, O. Okongwu, J. Johnson, A. Griffin	ATL	2	2	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	-6
C. Capela, D. Murray, V. Krejci, J. Johnson, K. Bufkin	ATL	2	4	2	3	66.66666667	2	4	50	0	1	0	0	1	0	0	2	2	1	0	0	0	0	0	1	0	0
D. Murray, B. Fernando, G. Mathews, S. Bey, T. Forrest	ATL	2	2	1	2	50	1	3	33.3	0	1	0	0	0	0	1	1	2	1	0	1	0	1	0	0	0	2
W. Matthews, D. Murray, G. Mathews, O. Okongwu, S. Lundy	ATL	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	1	0	-7
C. Capela, B. Bogdanovic, D. Windler, T. Forrest, V. Krejci	ATL	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	-4
C. Capela, B. Bogdanovic, T. Forrest, V. Krejci, K. Bufkin	ATL	2	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
B. Bogdanovic, B. Fernando, T. Young, D. Hunter, S. Bey	ATL	1	4	0	0	0	1	2	50	1	2	50	1	2	50	0	0	0	1	0	1	0	0	0	1	0	-4
B. Bogdanovic, D. Murray, B. Fernando, T. Young, S. Bey	ATL	1	2	0	0	0	0	1	0	0	1	0	2	2	100	0	1	1	0	1	1	0	0	1	1	0	0
B. Bogdanovic, B. Fernando, D. Hunter, T. Forrest, A. Griffin	ATL	1	6	1	2	50	2	4	50	1	2	50	1	1	100	1	0	1	2	0	0	0	0	0	1	0	3
D. Murray, B. Fernando, D. Hunter, V. Krejci, K. Bufkin	ATL	1	3	0	0	0	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
C. Capela, D. Murray, D. Hunter, S. Bey, K. Bufkin	ATL	1	2	1	1	100	1	3	33.3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	-8
D. Murray, B. Fernando, G. Mathews, S. Bey, J. Johnson	ATL	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-6
C. Capela, B. Bogdanovic, D. Murray, O. Okongwu, S. Lundy	ATL	1	4	1	1	100	1	2	50	0	1	0	2	2	100	0	1	1	1	0	0	0	0	0	1	0	-2
D. Murray, T. Young, G. Mathews, O. Okongwu, J. Johnson	ATL	1	0	0	1	0	0	3	0	0	2	0	0	0	0	0	2	2	0	0	0	1	0	1	1	0	-3
P. Mills, B. Fernando, T. Young, G. Mathews, T. Forrest	ATL	1	4	0	1	0	1	3	33.3	1	2	50	1	2	50	1	0	1	1	0	0	0	0	0	1	0	-2
W. Matthews, C. Capela, D. Murray, G. Mathews, T. Forrest	ATL	1	6	0	0	0	2	2	100	2	2	100	0	0	0	0	1	1	2	0	0	1	0	1	0	0	3
C. Capela, D. Murray, T. Young, S. Bey, T. Forrest	ATL	1	2	1	1	100	1	3	33.3	0	2	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	-5
C. Capela, B. Bogdanovic, G. Mathews, S. Bey, K. Bufkin	ATL	1	5	1	1	100	2	3	66.7	1	2	50	0	0	0	1	2	3	2	1	0	0	0	0	0	0	2
P. Mills, C. Capela, D. Hunter, S. Bey, T. Forrest	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	1	1	1	2	0	1	0	0	0	0	0
B. Bogdanovic, D. Murray, B. Fernando, D. Hunter, T. Forrest	ATL	1	4	1	1	100	1	1	100	0	0	0	2	2	100	0	2	2	1	1	0	1	0	0	1	0	4
W. Matthews, T. Young, D. Hunter, O. Okongwu, S. Bey	ATL	1	4	1	1	100	1	2	50	0	1	0	2	2	100	0	1	1	0	0	0	0	0	1	1	0	2
C. Capela, B. Bogdanovic, D. Murray, S. Bey, S. Lundy	ATL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	-4
P. Mills, B. Bogdanovic, B. Fernando, D. Hunter, G. Mathews	ATL	1	2	0	1	0	0	1	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	-3
B. Bogdanovic, B. Fernando, T. Young, S. Bey, J. Johnson	ATL	1	9	1	1	100	3	3	100	2	2	100	1	1	100	0	0	0	2	0	1	0	0	1	1	0	7
B. Bogdanovic, D. Murray, B. Fernando, S. Bey, V. Krejci	ATL	1	1	0	2	0	0	3	0	0	1	0	1	2	50	1	0	1	0	1	0	0	1	0	1	0	-4
C. Capela, D. Murray, T. Young, D. Hunter, S. Lundy	ATL	1	2	1	4	25	1	5	20	0	1	0	0	0	0	2	1	3	0	0	0	0	0	1	0	0	2
D. Hunter, G. Mathews, O. Okongwu, T. Forrest, A. Griffin	ATL	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	-2
D. Murray, D. Hunter, G. Mathews, O. Okongwu, S. Bey	ATL	1	4	2	2	100	2	2	100	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0
W. Matthews, D. Murray, G. Mathews, O. Okongwu, T. Forrest	ATL	1	4	1	1	100	1	1	100	0	0	0	2	2	100	0	1	1	1	0	0	0	0	1	1	0	-1
D. Murray, B. Fernando, G. Mathews, V. Krejci, K. Bufkin	ATL	1	2	1	3	33.33333333	1	3	33.3	0	0	0	0	1	0	1	2	3	0	1	0	0	0	0	1	0	2
B. Bogdanovic, D. Murray, B. Fernando, G. Mathews, M. Gueye	ATL	1	2	1	1	100	1	3	33.3	0	2	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	-1
B. Bogdanovic, D. Murray, D. Hunter, V. Krejci, M. Gueye	ATL	1	3	1	3	33.33333333	1	3	33.3	0	0	0	1	1	100	2	1	3	1	0	0	1	1	1	1	0	2
C. Capela, D. Murray, D. Hunter, V. Krejci, K. Bufkin	ATL	1	3	0	0	0	1	2	50	1	2	50	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
P. Mills, C. Capela, B. Bogdanovic, D. Murray, J. Johnson	ATL	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
C. Capela, D. Murray, G. Mathews, S. Bey, V. Krejci	ATL	1	5	1	2	50	2	3	66.7	1	1	100	0	0	0	1	1	2	1	0	0	0	1	0	0	0	5
W. Matthews, C. Capela, G. Mathews, T. Forrest, V. Krejci	ATL	1	5	1	1	100	2	2	100	1	1	100	0	0	0	0	1	1	2	0	0	0	0	1	0	0	3
P. Mills, B. Fernando, G. Mathews, T. Forrest, S. Lundy	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	-3
T. Young, D. Hunter, G. Mathews, O. Okongwu, J. Johnson	ATL	1	4	1	1	100	1	1	100	0	0	0	2	2	100	0	0	0	0	0	0	0	0	1	1	0	0
C. Capela, B. Bogdanovic, D. Murray, J. Johnson, A. Griffin	ATL	1	2	1	2	50	1	2	50	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	2
P. Mills, T. Young, G. Mathews, O. Okongwu, S. Bey	ATL	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	-3
W. Matthews, D. Murray, B. Fernando, D. Hunter, V. Krejci	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	-2
C. Capela, D. Murray, D. Hunter, G. Mathews, A. Griffin	ATL	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-5
W. Matthews, C. Capela, B. Bogdanovic, D. Murray, O. Okongwu	ATL	1	3	0	0	0	1	2	50	1	2	50	0	0	0	0	1	1	0	0	0	0	0	1	0	0	-1
P. Mills, G. Mathews, O. Okongwu, T. Forrest, S. Lundy	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2
B. Bogdanovic, D. Murray, B. Fernando, D. Hunter, A. Griffin	ATL	1	1	0	1	0	0	1	0	0	0	0	1	2	50	0	0	0	0	0	0	0	0	1	2	0	-1
W. Matthews, B. Bogdanovic, D. Murray, B. Fernando, D. Windler	ATL	1	2	1	2	50	1	2	50	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
W. Matthews, C. Capela, D. Murray, D. Hunter, S. Bey	ATL	1	1	0	0	0	0	1	0	0	1	0	1	2	50	0	1	1	0	0	0	0	0	0	1	0	-1
B. Bogdanovic, D. Murray, B. Fernando, T. Young, G. Mathews	ATL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	-2
T. Young, D. Hunter, O. Okongwu, S. Bey, A. Griffin	ATL	1	2	0	1	0	0	3	0	0	2	0	2	2	100	1	0	1	0	0	1	0	1	0	1	0	0
B. Bogdanovic, D. Murray, O. Okongwu, T. Forrest, J. Johnson	ATL	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B. Fernando, D. Windler, G. Mathews, M. Gueye, K. Bufkin	ATL	1	5	1	1	100	2	2	100	1	1	100	0	0	0	0	1	1	1	0	0	0	0	1	0	0	3
B. Bogdanovic, B. Fernando, T. Forrest, V. Krejci, K. Bufkin	ATL	1	2	0	0	0	0	1	0	0	1	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	0
C. Capela, B. Bogdanovic, D. Murray, G. Mathews, M. Gueye	ATL	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-3
C. Capela, D. Murray, D. Hunter, J. Johnson, K. Bufkin	ATL	1	2	0	0	0	0	1	0	0	1	0	2	2	100	0	1	1	0	1	0	0	0	1	1	0	0
D. Murray, B. Fernando, D. Hunter, G. Mathews, A. Griffin	ATL	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-4
P. Mills, B. Bogdanovic, T. Young, O. Okongwu, S. Bey	ATL	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-2
T. Young, D. Hunter, G. Mathews, O. Okongwu, S. Bey	ATL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0
C. Capela, B. Bogdanovic, G. Mathews, V. Krejci, K. Bufkin	ATL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
D. Murray, G. Mathews, O. Okongwu, S. Bey, S. Lundy	ATL	1	2	1	3	33.33333333	1	3	33.3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	-3
G. Mathews, V. Krejci, A. Griffin, M. Gueye, K. Bufkin	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
C. Capela, B. Bogdanovic, D. Windler, M. Gueye, K. Bufkin	ATL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
W. Matthews, D. Murray, D. Hunter, O. Okongwu, S. Bey	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	-1
C. Capela, D. Murray, G. Mathews, O. Okongwu, S. Lundy	ATL	1	0	0	0	0	0	2	0	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0
P. Mills, D. Hunter, O. Okongwu, S. Bey, T. Forrest	ATL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	-1
D. Murray, B. Fernando, T. Young, G. Mathews, V. Krejci	ATL	1	6	0	0	0	2	2	100	2	2	100	0	0	0	0	1	1	2	0	0	0	0	0	1	0	6
W. Matthews, B. Bogdanovic, D. Murray, B. Fernando, J. Johnson	ATL	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
B. Bogdanovic, D. Murray, B. Fernando, G. Mathews, J. Johnson	ATL	1	3	0	1	0	1	2	50	1	1	100	0	0	0	1	0	1	1	0	0	0	1	0	0	0	3
B. Bogdanovic, D. Murray, B. Fernando, D. Windler, V. Krejci	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1
W. Matthews, C. Capela, D. Murray, D. Windler, G. Mathews	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2
C. Capela, D. Murray, D. Windler, T. Forrest, V. Krejci	ATL	1	2	0	0	0	0	0	0	0	0	0	2	2	100	0	1	1	0	1	0	1	0	0	1	0	0
B. Bogdanovic, D. Murray, B. Fernando, A. Griffin, M. Gueye	ATL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	-1
C. Capela, D. Murray, D. Hunter, S. Bey, T. Forrest	ATL	1	1	0	1	0	0	1	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	1	1	0	1
C. Capela, D. Murray, D. Hunter, T. Forrest, J. Johnson	ATL	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3
P. Mills, D. Murray, T. Young, G. Mathews, O. Okongwu	ATL	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3
W. Matthews, C. Capela, D. Hunter, T. Forrest, J. Johnson	ATL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2
W. Matthews, C. Capela, D. Murray, G. Mathews, S. Bey	ATL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
B. Fernando, D. Windler, V. Krejci, M. Gueye, K. Bufkin	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-3
B. Bogdanovic, B. Fernando, V. Krejci, M. Gueye, K. Bufkin	ATL	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0
D. Murray, T. Young, D. Hunter, G. Mathews, O. Okongwu	ATL	0	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
B. Bogdanovic, D. Murray, T. Young, D. Hunter, J. Johnson	ATL	0	1	0	0	0	0	2	0	0	2	0	1	2	50	0	0	0	0	0	0	0	0	1	1	0	0
W. Matthews, D. Murray, T. Young, D. Hunter, O. Okongwu	ATL	0	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W. Matthews, B. Bogdanovic, D. Murray, O. Okongwu, A. Griffin	ATL	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
B. Bogdanovic, D. Murray, B. Fernando, D. Windler, G. Mathews	ATL	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W. Matthews, B. Fernando, G. Mathews, T. Forrest, J. Johnson	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W. Matthews, C. Capela, B. Bogdanovic, D. Murray, G. Mathews	ATL	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W. Matthews, C. Capela, D. Murray, D. Hunter, T. Forrest	ATL	0	1	0	0	0	0	0	0	0	0	0	1	2	50	0	0	0	0	0	1	0	0	0	1	0	1
B. Bogdanovic, B. Fernando, D. Windler, M. Gueye, K. Bufkin	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
W. Matthews, C. Capela, B. Bogdanovic, S. Bey, K. Bufkin	ATL	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
T. Young, D. Hunter, O. Okongwu, S. Bey, S. Lundy	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Murray, B. Fernando, D. Windler, G. Mathews, V. Krejci	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
D. Murray, B. Fernando, D. Hunter, D. Windler, T. Forrest	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
W. Matthews, B. Bogdanovic, D. Murray, O. Okongwu, J. Johnson	ATL	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C. Capela, D. Murray, B. Fernando, D. Hunter, V. Krejci	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
C. Capela, D. Murray, D. Hunter, G. Mathews, T. Forrest	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
