LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	FGM	FGA	FG%	3PTM	3PTA	3PT%	FTM	FTA	FT%	OR	DR	TR	AST	TO	ST	BLK	BLKA	PF	DF	VAL	+ / -
D. Schroder, G. Trent Jr., P. Achiuwa, M. Flynn, S. Barnes	TOR	1	5	1	1	100	2	2	100	1	1	100	0	0	0	0	1	1	1	1	0	0	0	2	0	0	-2
K. Olynyk, G. Trent Jr., J. McDaniels, I. Quickley, G. Dick	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	-4
D. Schroder, O. Anunoby, C. Boucher, P. Achiuwa, G. Dick	TOR	1	3	0	0	0	1	2	50	1	2	50	0	0	0	0	2	2	1	0	0	0	0	0	0	0	3
B. Brown, G. Trent Jr., J. Freeman-Liberty, M. Gueye, G. Dick	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	-5
B. Brown, G. Trent Jr., J. Nwora, J. Ramsey, M. Gueye	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Schroder, J. Poeltl, O. Anunoby, G. Trent Jr., J. McDaniels	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
J. Porter, J. McDaniels, O. Agbaji, J. Freeman-Liberty, G. Dick	TOR	1	2	1	1	100	1	1	100	0	0	0	0	2	0	0	1	1	1	0	0	0	0	1	1	0	0
K. Olynyk, B. Brown, G. Trent Jr., R. Barrett, J. Freeman-Liberty	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-4
D. Schroder, C. Boucher, J. McDaniels, P. Achiuwa, G. Dick	TOR	1	2	1	2	50	1	2	50	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
D. Schroder, J. Poeltl, C. Boucher, I. Quickley, S. Barnes	TOR	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2
G. Temple, B. Brown, J. Nwora, J. Freeman-Liberty, M. Gueye	TOR	1	1	0	1	0	0	1	0	0	0	0	1	2	50	0	1	1	0	0	0	0	0	0	1	0	1
B. Brown, J. Porter, G. Trent Jr., J. Ramsey, I. Quickley	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
B. Brown, J. Porter, J. McDaniels, J. Nwora, G. Dick	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0
D. Schroder, B. Brown, J. Nwora, S. Barnes, G. Dick	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	1
J. Poeltl, B. Brown, I. Quickley, O. Agbaji, G. Dick	TOR	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
B. Brown, G. Trent Jr., I. Quickley, S. Barnes, G. Dick	TOR	1	1	0	0	0	0	0	0	0	0	0	1	2	50	0	0	0	0	0	0	0	0	1	1	0	-4
C. Boucher, B. Brown, G. Trent Jr., I. Quickley, G. Dick	TOR	1	6	1	1	100	2	2	100	1	1	100	1	1	100	0	2	2	2	0	0	0	0	0	1	0	6
D. Schroder, J. Poeltl, P. Siakam, O. Anunoby, M. Flynn	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	-1
O. Anunoby, G. Trent Jr., J. McDaniels, P. Achiuwa, M. Flynn	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5
T. Young, B. Brown, I. Quickley, S. Barnes, G. Dick	TOR	1	3	1	1	100	1	1	100	0	0	0	1	2	50	0	0	0	1	0	1	0	0	0	1	0	1
T. Young, G. Trent Jr., J. Nwora, S. Barnes, G. Dick	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	-2
J. Poeltl, O. Anunoby, C. Boucher, S. Barnes, G. Dick	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-2
B. Brown, J. Porter, J. Ramsey, I. Quickley, O. Agbaji	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-2
D. Schroder, C. Boucher, G. Trent Jr., J. Nwora, S. Barnes	TOR	1	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	1	0	0	0	1	1	0	0
K. Simmons, G. Trent Jr., J. Nwora, O. Agbaji, M. Gueye	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
D. Schroder, C. Boucher, R. Barrett, J. Nwora, G. Dick	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-2
J. Porter, R. Barrett, J. McDaniels, J. Nwora, G. Dick	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
O. Porter Jr., C. Boucher, J. McDaniels, M. Flynn, G. Dick	TOR	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
C. Boucher, G. Trent Jr., J. McDaniels, M. Flynn, S. Barnes	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-2
G. Temple, B. Brown, J. Nwora, O. Agbaji, J. Freeman-Liberty	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
D. Schroder, O. Anunoby, G. Trent Jr., P. Achiuwa, S. Barnes	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	-4
T. Young, D. Schroder, P. Siakam, G. Trent Jr., S. Barnes	TOR	1	3	1	2	50	1	2	50	0	0	0	1	1	100	0	0	0	1	0	0	0	0	0	1	0	1
G. Temple, K. Olynyk, G. Trent Jr., R. Barrett, O. Agbaji	TOR	1	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-3
J. McDaniels, J. Nwora, O. Agbaji, J. Freeman-Liberty, M. Williams	TOR	1	2	0	0	0	0	0	0	0	0	0	2	2	100	0	1	1	0	1	0	0	0	0	1	0	0
T. Young, O. Porter Jr., C. Boucher, J. McDaniels, S. Barnes	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	-2
B. Brown, J. Nwora, O. Agbaji, M. Gueye, G. Dick	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
D. Schroder, C. Boucher, B. Brown, G. Trent Jr., R. Barrett	TOR	1	5	2	2	100	2	2	100	0	0	0	1	3	33.3	1	0	1	1	0	0	0	0	1	2	0	2
B. Brown, R. Barrett, O. Agbaji, G. Dick, M. Williams	TOR	1	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	0
P. Siakam, G. Trent Jr., P. Achiuwa, M. Flynn, G. Dick	TOR	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1
D. Schroder, O. Porter Jr., O. Anunoby, C. Boucher, S. Barnes	TOR	1	3	1	2	50	1	2	50	0	0	0	1	1	100	0	1	1	1	0	0	0	0	0	1	0	3
D. Schroder, O. Anunoby, P. Achiuwa, M. Flynn, S. Barnes	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1
B. Brown, J. Porter, R. Barrett, O. Agbaji, G. Dick	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3
G. Temple, B. Brown, G. Trent Jr., J. Nwora, J. Freeman-Liberty	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5
G. Temple, J. Porter, R. Barrett, J. Freeman-Liberty, G. Dick	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5
B. Brown, J. Porter, G. Trent Jr., R. Barrett, I. Quickley	TOR	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-2
J. Poeltl, P. Siakam, O. Anunoby, C. Boucher, M. Flynn	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
G. Temple, J. Nwora, I. Quickley, O. Agbaji, G. Dick	TOR	1	2	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	-2
G. Temple, B. Brown, J. McDaniels, J. Nwora, S. Barnes	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
C. Boucher, G. Trent Jr., R. Barrett, J. Nwora, G. Dick	TOR	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	-3
G. Temple, I. Quickley, O. Agbaji, M. Gueye, G. Dick	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
T. Young, J. Poeltl, G. Trent Jr., I. Quickley, S. Barnes	TOR	0	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
J. Poeltl, P. Siakam, G. Trent Jr., R. Barrett, I. Quickley	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
D. Schroder, P. Siakam, G. Trent Jr., I. Quickley, S. Barnes	TOR	0	1	0	0	0	0	1	0	0	1	0	1	2	50	0	0	0	0	1	0	0	0	1	2	0	1
B. Brown, G. Trent Jr., O. Agbaji, J. Freeman-Liberty, G. Dick	TOR	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-2
D. Schroder, C. Boucher, B. Brown, J. Porter, J. Nwora	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
D. Schroder, P. Siakam, C. Boucher, P. Achiuwa, G. Dick	TOR	0	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
T. Young, C. Boucher, B. Brown, J. Nwora, S. Barnes	TOR	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	2
B. Brown, R. Barrett, I. Quickley, S. Barnes, G. Dick	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
K. Olynyk, B. Brown, I. Quickley, S. Barnes, G. Dick	TOR	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-2
C. Boucher, J. Porter, G. Trent Jr., R. Barrett, I. Quickley	TOR	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-3
R. Barrett, J. McDaniels, I. Quickley, O. Agbaji, G. Dick	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
T. Young, O. Porter Jr., G. Trent Jr., J. McDaniels, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K. Olynyk, J. Porter, G. Trent Jr., J. Nwora, I. Quickley	TOR	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Schroder, J. Poeltl, J. McDaniels, J. Nwora, S. Barnes	TOR	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	0
B. Brown, G. Trent Jr., I. Quickley, O. Agbaji, M. Williams	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3
J. Porter, J. McDaniels, J. Nwora, J. Freeman-Liberty, G. Dick	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O. Porter Jr., J. Poeltl, P. Siakam, O. Anunoby, M. Flynn	TOR	0	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
P. Siakam, C. Boucher, J. McDaniels, P. Achiuwa, M. Flynn	TOR	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	1	1	0	0	0	0	0	0	1	0	2
K. Olynyk, J. Porter, J. Nwora, O. Agbaji, G. Dick	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
G. Trent Jr., R. Barrett, I. Quickley, O. Agbaji, M. Williams	TOR	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	0
T. Young, B. Brown, G. Trent Jr., R. Barrett, I. Quickley	TOR	0	4	2	2	100	2	2	100	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
G. Temple, K. Olynyk, B. Brown, J. McDaniels, J. Freeman-Liberty	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-2
J. Poeltl, P. Siakam, G. Trent Jr., J. McDaniels, M. Flynn	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
O. Porter Jr., J. Poeltl, P. Siakam, C. Boucher, S. Barnes	TOR	0	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3
D. Schroder, P. Siakam, O. Anunoby, M. Flynn, S. Barnes	TOR	0	1	0	0	0	0	0	0	0	0	0	1	2	50	0	1	1	0	0	0	0	0	2	1	0	-3
O. Anunoby, C. Boucher, P. Achiuwa, M. Flynn, G. Dick	TOR	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-3
P. Siakam, O. Anunoby, P. Achiuwa, M. Flynn, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C. Boucher, B. Brown, J. Porter, J. Nwora, G. Dick	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-3
D. Schroder, P. Siakam, C. Boucher, J. McDaniels, P. Achiuwa	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
O. Porter Jr., J. Poeltl, P. Siakam, G. Trent Jr., M. Flynn	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
T. Young, G. Temple, D. Schroder, G. Trent Jr., J. McDaniels	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
K. Simmons, B. Brown, G. Trent Jr., J. Nwora, M. Gueye	TOR	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3
D. Schroder, J. Poeltl, C. Boucher, G. Trent Jr., P. Achiuwa	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
O. Porter Jr., J. Poeltl, P. Siakam, S. Barnes, G. Dick	TOR	0	2	1	2	50	1	2	50	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
G. Temple, J. McDaniels, J. Nwora, I. Quickley, G. Dick	TOR	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	2
J. Poeltl, B. Brown, R. Barrett, I. Quickley, O. Agbaji	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3
T. Young, G. Temple, D. Schroder, G. Trent Jr., I. Quickley	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Schroder, J. Poeltl, P. Siakam, O. Anunoby, J. McDaniels	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
D. Schroder, J. Poeltl, C. Boucher, P. Achiuwa, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-3
K. Olynyk, B. Brown, J. Nwora, I. Quickley, O. Agbaji	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
D. Schroder, J. Poeltl, O. Anunoby, P. Achiuwa, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
J. Porter, G. Trent Jr., J. Ramsey, I. Quickley, O. Agbaji	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3
J. Porter, J. Nwora, J. Ramsey, I. Quickley, O. Agbaji	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
D. Schroder, J. Poeltl, O. Anunoby, G. Trent Jr., G. Dick	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Schroder, J. Porter, R. Barrett, J. McDaniels, I. Quickley	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
G. Temple, B. Brown, G. Trent Jr., O. Agbaji, G. Dick	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K. Olynyk, B. Brown, R. Barrett, J. Nwora, O. Agbaji	TOR	0	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
G. Trent Jr., R. Barrett, J. McDaniels, I. Quickley, G. Dick	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K. Olynyk, G. Trent Jr., J. Ramsey, I. Quickley, G. Dick	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
B. Brown, J. Porter, G. Trent Jr., J. Nwora, I. Quickley	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G. Temple, J. Nwora, I. Quickley, G. Dick, M. Williams	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T. Young, J. McDaniels, J. Nwora, I. Quickley, G. Dick	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
G. Temple, K. Simmons, R. Barrett, J. Nwora, M. Gueye	TOR	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B. Brown, G. Trent Jr., I. Quickley, O. Agbaji, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G. Temple, J. McDaniels, J. Nwora, I. Quickley, O. Agbaji	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Schroder, O. Anunoby, J. McDaniels, P. Achiuwa, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J. Poeltl, P. Siakam, O. Anunoby, P. Achiuwa, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Schroder, P. Siakam, C. Boucher, G. Trent Jr., P. Achiuwa	TOR	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	2
K. Olynyk, J. Porter, G. Trent Jr., J. McDaniels, I. Quickley	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J. Poeltl, O. Anunoby, G. Trent Jr., P. Achiuwa, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K. Olynyk, J. Poeltl, B. Brown, O. Agbaji, S. Barnes	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K. Dunn, L. Markkanen, J. Collins, C. Sexton, S. Fontecchio	UTA	256	696	181	312	58.01282051	266	514	51.8	85	202	42.1	79	92	85.9	58	182	240	192	64	36	25	41	99	97	0	26
K. Olynyk, J. Clarkson, O. Agbaji, W. Kessler, K. George	UTA	146	341	95	152	62.5	122	239	51	27	87	31	70	86	81.4	20	107	127	87	53	10	30	14	51	63	0	-36
J. Clarkson, L. Markkanen, J. Collins, O. Agbaji, K. George	UTA	130	303	73	143	51.04895105	110	245	44.9	37	102	36.3	46	57	80.7	36	80	116	66	37	13	16	11	50	56	0	-26
L. Markkanen, J. Collins, C. Sexton, T. Hendricks, K. George	UTA	99	235	54	106	50.94339623	84	180	46.7	30	74	40.5	37	39	94.9	18	66	84	53	37	17	6	23	30	36	0	-8
J. Clarkson, L. Markkanen, J. Collins, T. Horton-Tucker, W. Kessler	UTA	84	176	47	96	48.95833333	70	157	44.6	23	61	37.7	13	22	59.1	24	54	78	49	28	10	8	9	32	28	0	-37
J. Clarkson, L. Markkanen, W. Kessler, S. Fontecchio, K. George	UTA	72	168	46	79	58.2278481	64	145	44.1	18	66	27.3	22	27	81.5	27	62	89	38	31	10	10	10	23	23	0	14
K. Olynyk, J. Clarkson, J. Collins, O. Agbaji, K. George	UTA	71	149	42	73	57.53424658	55	127	43.3	13	54	24.1	26	30	86.7	15	54	69	35	25	11	7	6	34	32	0	-17
J. Clarkson, L. Markkanen, J. Collins, C. Sexton, K. George	UTA	59	166	36	64	56.25	54	111	48.6	18	47	38.3	40	45	88.9	20	45	65	37	18	7	4	6	23	31	0	19
K. Olynyk, L. Markkanen, C. Sexton, T. Horton-Tucker, S. Fontecchio	UTA	57	147	31	58	53.44827586	51	107	47.7	20	49	40.8	25	29	86.2	21	36	57	38	28	14	7	9	29	21	0	-6
J. Clarkson, L. Markkanen, J. Collins, C. Sexton, S. Fontecchio	UTA	54	124	27	51	52.94117647	41	102	40.2	14	51	27.5	28	37	75.7	14	41	55	26	14	5	4	11	21	31	0	-15
L. Samanic, O. Yurtseven, J. Juzang, T. Hendricks, K. George	UTA	52	127	38	65	58.46153846	49	97	50.5	11	32	34.4	18	23	78.3	16	36	52	29	18	6	2	8	13	20	0	-2
K. Dunn, L. Markkanen, C. Sexton, W. Kessler, S. Fontecchio	UTA	47	143	32	59	54.23728814	51	104	49	19	45	42.2	22	26	84.6	20	37	57	34	11	9	3	5	23	18	0	33
K. Olynyk, C. Sexton, T. Horton-Tucker, O. Agbaji, W. Kessler	UTA	45	110	22	48	45.83333333	40	91	44	18	43	41.9	12	15	80	14	31	45	32	15	10	4	3	16	14	0	25
K. Olynyk, J. Clarkson, L. Markkanen, J. Collins, K. George	UTA	44	119	33	51	64.70588235	45	79	57	12	28	42.9	17	21	81	15	26	41	30	18	8	2	4	13	16	0	15
J. Collins, O. Yurtseven, O. Agbaji, S. Fontecchio, K. George	UTA	41	73	22	48	45.83333333	28	71	39.4	6	23	26.1	11	12	91.7	13	29	42	17	21	4	4	2	19	11	0	-42
J. Clarkson, J. Collins, W. Kessler, S. Fontecchio, K. George	UTA	41	82	16	38	42.10526316	28	71	39.4	12	33	36.4	14	22	63.6	8	24	32	18	11	4	6	5	11	18	0	-19
C. Sexton, O. Yurtseven, T. Hendricks, K. George, B. Sensabaugh	UTA	37	79	18	45	40	32	74	43.2	14	29	48.3	1	1	100	7	19	26	20	13	4	2	5	13	2	0	-28
K. Olynyk, C. Sexton, T. Horton-Tucker, W. Kessler, S. Fontecchio	UTA	34	78	22	39	56.41025641	27	62	43.5	5	23	21.7	19	23	82.6	9	28	37	17	9	8	8	1	11	17	0	9
K. Olynyk, J. Clarkson, L. Markkanen, J. Collins, C. Sexton	UTA	33	86	24	40	60	31	59	52.5	7	19	36.8	17	22	77.3	8	20	28	21	10	7	2	4	12	18	0	0
J. Collins, C. Sexton, T. Hendricks, K. George, B. Sensabaugh	UTA	33	70	22	36	61.11111111	28	63	44.4	6	27	22.2	8	8	100	8	32	40	18	13	0	7	3	13	8	0	-10
J. Clarkson, K. Dunn, L. Markkanen, W. Kessler, B. Sensabaugh	UTA	32	76	22	35	62.85714286	29	57	50.9	7	22	31.8	11	13	84.6	5	13	18	23	11	7	3	2	7	12	0	-17
J. Clarkson, L. Markkanen, C. Sexton, W. Kessler, S. Fontecchio	UTA	31	84	19	31	61.29032258	28	52	53.8	9	21	42.9	19	22	86.4	5	26	31	16	7	4	7	4	11	20	0	6
L. Markkanen, J. Collins, C. Sexton, W. Kessler, K. George	UTA	31	75	14	34	41.17647059	24	59	40.7	10	25	40	17	21	81	13	22	35	17	13	5	7	3	10	16	0	0
J. Clarkson, J. Collins, O. Yurtseven, S. Fontecchio, K. George	UTA	30	73	10	24	41.66666667	24	57	42.1	14	33	42.4	11	14	78.6	7	15	22	22	7	4	1	7	9	13	0	-3
L. Markkanen, C. Sexton, T. Horton-Tucker, W. Kessler, S. Fontecchio	UTA	30	84	20	34	58.82352941	29	52	55.8	9	18	50	17	19	89.5	5	21	26	19	6	1	5	6	10	15	0	17
K. Olynyk, J. Clarkson, L. Markkanen, W. Kessler, K. George	UTA	29	75	22	37	59.45945946	29	57	50.9	7	20	35	10	13	76.9	9	28	37	17	8	1	4	3	13	10	0	19
K. Olynyk, J. Clarkson, J. Collins, C. Sexton, K. George	UTA	29	68	18	34	52.94117647	26	57	45.6	8	23	34.8	8	13	61.5	11	13	24	15	11	6	1	7	16	12	0	-5
K. Olynyk, K. Dunn, L. Markkanen, J. Collins, C. Sexton	UTA	28	72	18	27	66.66666667	28	58	48.3	10	31	32.3	6	6	100	9	21	30	22	8	3	4	3	10	6	0	-6
C. Sexton, W. Kessler, T. Hendricks, K. George, B. Sensabaugh	UTA	27	61	13	25	52	22	42	52.4	9	17	52.9	8	11	72.7	3	11	14	15	9	1	1	3	9	6	0	-30
K. Dunn, L. Markkanen, J. Collins, C. Sexton, W. Kessler	UTA	24	63	15	28	53.57142857	22	46	47.8	7	18	38.9	12	12	100	11	14	25	14	10	2	4	4	11	9	0	-9
K. Olynyk, J. Clarkson, J. Collins, C. Sexton, T. Horton-Tucker	UTA	24	62	16	25	64	22	42	52.4	6	17	35.3	12	13	92.3	4	15	19	11	5	4	3	4	7	8	0	-4
K. Olynyk, J. Clarkson, L. Markkanen, J. Collins, T. Horton-Tucker	UTA	22	68	17	29	58.62068966	23	47	48.9	6	18	33.3	16	16	100	9	18	27	11	5	3	2	2	17	15	0	21
K. Dunn, J. Collins, C. Sexton, T. Hendricks, K. George	UTA	22	63	10	23	43.47826087	20	45	44.4	10	22	45.5	13	13	100	6	17	23	15	5	5	1	1	10	12	0	10
K. Olynyk, J. Clarkson, W. Kessler, S. Fontecchio, K. George	UTA	22	65	21	26	80.76923077	24	36	66.7	3	10	30	14	19	73.7	2	18	20	16	4	4	6	1	3	11	0	21
J. Clarkson, L. Markkanen, C. Sexton, W. Kessler, K. George	UTA	22	49	16	32	50	18	46	39.1	2	14	14.3	11	15	73.3	10	16	26	9	6	3	5	6	4	10	0	-8
